idcan,csen,lista,partido,cpartido,n_cartilla,genero,nombre,esind,idservel
2719-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2719
2719-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2719
2720-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2720
2720-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2720
2720-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2720
2720-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2720
2720-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2720
2720-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2720
2720-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2720
2720-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2720
2720-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2720
2720-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2720
2720-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2720
2720-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2720
2720-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2720
2720-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2720
2720-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2720
2720-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2720
2720-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2720
2720-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2720
2720-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2720
2720-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2720
2710-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2710
2710-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2710
2710-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2710
2710-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2710
2710-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2710
2710-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2710
2710-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2710
2710-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2710
2710-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2710
2710-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2710
2710-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2710
2710-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2710
2710-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2710
2710-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2710
2710-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2710
2710-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2710
2710-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2710
2710-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2710
2710-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2710
2710-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2710
2711-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2711
2711-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2711
2711-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2711
2711-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2711
2711-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2711
2711-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2711
2711-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2711
2711-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2711
2711-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2711
2711-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2711
2711-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2711
2711-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2711
2711-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2711
2711-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2711
2711-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2711
2711-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2711
2711-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2711
2711-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2711
2711-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2711
2711-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2711
2734-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2734
2734-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2734
2734-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2734
2734-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2734
2734-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2734
2734-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2734
2734-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2734
2734-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2734
2734-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2734
2734-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2734
2734-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2734
2734-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2734
2734-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2734
2734-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2734
2734-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2734
2734-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2734
2734-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2734
2734-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2734
2734-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2734
2734-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2734
2735-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2735
2735-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2735
2735-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2735
2735-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2735
2735-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2735
2735-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2735
2735-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2735
2735-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2735
2735-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2735
2735-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2735
2735-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2735
2735-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2735
2735-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2735
2735-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2735
2735-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2735
2735-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2735
2735-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2735
2735-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2735
2735-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2735
2735-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2735
2713-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2713
2713-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2713
2713-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2713
2713-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2713
2713-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2713
2713-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2713
2713-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2713
2713-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2713
2713-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2713
2713-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2713
2713-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2713
2713-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2713
2713-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2713
2713-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2713
2713-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2713
2713-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2713
2713-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2713
2713-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2713
2713-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2713
2713-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2713
2712-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2712
2712-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2712
2712-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2712
2712-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2712
2712-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2712
2712-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2712
2712-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2712
2712-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2712
2712-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2712
2712-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2712
2712-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2712
2712-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2712
2712-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2712
2712-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2712
2712-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2712
2712-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2712
2712-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2712
2712-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2712
2712-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2712
2712-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2712
2714-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2714
2714-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2714
2714-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2714
2714-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2714
2714-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2714
2714-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2714
2714-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2714
2714-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2714
2714-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2714
2714-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2714
2714-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2714
2714-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2714
2714-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2714
2714-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2714
2714-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2714
2714-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2714
2714-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2714
2714-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2714
2714-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2714
2714-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2714
2726-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2726
2726-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2726
2726-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2726
2726-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2726
2726-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2726
2726-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2726
2726-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2726
2726-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2726
2726-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2726
2726-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2726
2726-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2726
2726-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2726
2726-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2726
2726-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2726
2726-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2726
2726-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2726
2726-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2726
2726-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2726
2726-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2726
2726-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2726
2736-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2736
2736-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2736
2736-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2736
2736-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2736
2736-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2736
2736-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2736
2736-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2736
2736-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2736
2736-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2736
2736-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2736
2736-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2736
2736-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2736
2736-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2736
2736-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2736
2736-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2736
2736-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2736
2736-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2736
2736-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2736
2736-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2736
2736-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2736
2707-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2707
2707-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2707
2707-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2707
2707-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2707
2707-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2707
2707-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2707
2707-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2707
2707-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2707
2707-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2707
2707-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2707
2707-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2707
2707-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2707
2707-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2707
2707-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2707
2707-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2707
2707-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2707
2707-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2707
2707-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2707
2707-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2707
2707-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2707
2727-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2727
2727-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2727
2727-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2727
2727-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2727
2727-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2727
2727-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2727
2727-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2727
2727-5013-B-8,5013,B,PPD,PPD,8,H,JUAN CARLOS DUHALDE ROMERO,0,2727
2727-5013-C-9,5013,C,REPUBLICANO,REPUBLICANO,9,M,BEATRIZ ISABEL HEVIA WILLER,0,2727
2727-5013-C-10,5013,C,REPUBLICANO,REPUBLICANO,10,H,MAXIMILIANO ARTURO URRUTIA QUEZADA,0,2727
2727-5013-C-11,5013,C,REPUBLICANO,REPUBLICANO,11,M,LORENA ESTER PEREZ TORO,0,2727
2727-5013-C-12,5013,C,REPUBLICANO,REPUBLICANO,12,H,FERNANDO SEBASTIAN BARRIA OYARZO,0,2727
2727-5013-D-13,5013,D,CS,CS,13,M,NANCY CAROLA MARQUEZ GONZALEZ,0,2727
2727-5013-D-14,5013,D,IND-PS,PS,14,H,EDUARDO CASTRO RIOS,1,2727
2727-5013-D-15,5013,D,IND-RD,RD,15,M,YANINA BEATRIZ DIAZ MAYORGA,1,2727
2727-5013-D-16,5013,D,PL,PL,16,H,SAMUEL ANDRES GALVEZ DERPICH,0,2727
2727-5013-E-17,5013,E,RN,RN,17,M,EVELYN  ZOTTELE GARCIA,0,2727
2727-5013-E-18,5013,E,IND-RN,RN,18,H,JUAN LUIS OSSA SANTA CRUZ,1,2727
2727-5013-E-19,5013,E,IND-UDI,UDI,19,M,PATRICIA SANZANA CARDENAS,1,2727
2727-5013-E-20,5013,E,UDI,UDI,20,H,CARLOS  RECONDO LAVANDEROS,0,2727
2715-5013-A-1,5013,A,PDG,PDG,1,M,LORENA DENISSE LEICHTLE BERTIN,0,2715
2715-5013-A-2,5013,A,PDG,PDG,2,H,ALVARO FABIAN OJEDA ALVARADO,0,2715
2715-5013-A-3,5013,A,PDG,PDG,3,M,ROSA ALEJANDRA ANDRADE MANQUEMILLA,0,2715
2715-5013-A-4,5013,A,PDG,PDG,4,H,GUILLERMO ENRIQUE PALACIOS CONTRERAS,0,2715
2715-5013-B-5,5013,B,PDC,PDC,5,M,GLORIA MARITZA HURTADO GARAY,0,2715
2715-5013-B-6,5013,B,IND-PDC,PDC,6,H,EDUARDO RAUL ALVAREZ VIDAL,1,2715
2715-5013-B-7,5013,B,PPD,PPD,7,M,CAROLINA  GARCIA VERA,0,2715
