circelec,nce,idservel,local,kei
7226,RANCAGUA,544,ESCUELA REPUBLICA ARGENTINA ,ESCUELA REPUBLICA ARGENTINA 0p0RANCAGUA
7226,RANCAGUA,545,GIMNASIO ANEXO LICEO COMERCIAL DIEGO PORTALES,GIMNASIO ANEXO LICEO COMERCIAL DIEGO PORTALES0p0RANCAGUA
7226,RANCAGUA,546,GIMNASIO ANEXO LICEO OSCAR CASTRO,GIMNASIO ANEXO LICEO OSCAR CASTRO0p0RANCAGUA
7226,RANCAGUA,547,LICEO COMERCIAL DIEGO PORTALES,LICEO COMERCIAL DIEGO PORTALES0p0RANCAGUA
7226,RANCAGUA,548,LICEO COMERCIAL JORGE ALESSANDRI RODRIGUEZ,LICEO COMERCIAL JORGE ALESSANDRI RODRIGUEZ0p0RANCAGUA
7226,RANCAGUA,549,LICEO DE NIÑAS,LICEO DE NIÑAS0p0RANCAGUA
7226,RANCAGUA,550,LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE,LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE0p0RANCAGUA
7226,RANCAGUA,554,LICEO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE CERDA,LICEO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE CERDA0p0RANCAGUA
7226,RANCAGUA,551,LICEO MUNICIPAL JOSE VICTORINO LASTARRIA,LICEO MUNICIPAL JOSE VICTORINO LASTARRIA0p0RANCAGUA
7226,RANCAGUA,552,LICEO OSCAR CASTRO ZUNIGA,LICEO OSCAR CASTRO ZUNIGA0p0RANCAGUA
7226,RANCAGUA,553,LICEO TECNICO DE RANCAGUA,LICEO TECNICO DE RANCAGUA0p0RANCAGUA
7535,RANCAGUA ORIENTE,661,COLEGIO MANUEL RODRIGUEZ,COLEGIO MANUEL RODRIGUEZ0p0RANCAGUA ORIENTE
7535,RANCAGUA ORIENTE,662,COLEGIO MINERAL EL TENIENTE,COLEGIO MINERAL EL TENIENTE0p0RANCAGUA ORIENTE
7535,RANCAGUA ORIENTE,663,COLEGIO SANTA FILOMENA,COLEGIO SANTA FILOMENA0p0RANCAGUA ORIENTE
7535,RANCAGUA ORIENTE,667,ESCUELA BERNARDO O'HIGGINS,ESCUELA BERNARDO O'HIGGINS0p0RANCAGUA ORIENTE
7535,RANCAGUA ORIENTE,664,ESCUELA MUNICIPAL PATRICIO MEKIS,ESCUELA MUNICIPAL PATRICIO MEKIS0p0RANCAGUA ORIENTE
7535,RANCAGUA ORIENTE,665,ESCUELA MUNICIPAL RENE SCHNEIDER CHEREAU,ESCUELA MUNICIPAL RENE SCHNEIDER CHEREAU0p0RANCAGUA ORIENTE
7535,RANCAGUA ORIENTE,666,GIMNASIO ANEXO ESCUELA BERNARDO O'HIGGINS,GIMNASIO ANEXO ESCUELA BERNARDO O'HIGGINS0p0RANCAGUA ORIENTE
7730,RANGUELMO,2809,ESCUELA CLEMENTINA MAUREIRA ALMANZA,ESCUELA CLEMENTINA MAUREIRA ALMANZA0p0RANGUELMO
7325,RANQUIL (ÑIPAS),2785,ESCUELA BASICA ÑIPAS,ESCUELA BASICA ÑIPAS0p0RANQUIL (ÑIPAS)
7059,RAPEL,229,ESCUELA BASICA WENCESLAO VARGAS,ESCUELA BASICA WENCESLAO VARGAS0p0RAPEL
7275,RAUCO,715,GIMNASIO MUNICIPAL DE RAUCO,GIMNASIO MUNICIPAL DE RAUCO0p0RAUCO
7275,RAUCO,714,ESCUELA RAUCO,ESCUELA RAUCO0p0RAUCO
7317,RECINTO,2769,ESCUELA JOSE TOHA SOLDEVILA,ESCUELA JOSE TOHA SOLDEVILA0p0RECINTO
7136,RECOLETA NORTE,1659,CENTRO EDUCACIONAL ESCRITORES DE CHILE,CENTRO EDUCACIONAL ESCRITORES DE CHILE0p0RECOLETA NORTE
7136,RECOLETA NORTE,1661,COLEGIO SAN JUAN DIEGO,COLEGIO SAN JUAN DIEGO0p0RECOLETA NORTE
7136,RECOLETA NORTE,1660,ESCUELA BASICA N° 953 JOSE ARTIGAS,ESCUELA BASICA N° 953 JOSE ARTIGAS0p0RECOLETA NORTE
7136,RECOLETA NORTE,1663,ESCUELA ESPAÑA,ESCUELA ESPAÑA0p0RECOLETA NORTE
7136,RECOLETA NORTE,1664,ESCUELA MUNICIPAL HERMANA MARIA GORETTI,ESCUELA MUNICIPAL HERMANA MARIA GORETTI0p0RECOLETA NORTE
7136,RECOLETA NORTE,1665,ESCUELA PUERTO RICO,ESCUELA PUERTO RICO0p0RECOLETA NORTE
7136,RECOLETA NORTE,1662,ESCUELA SARGENTO 2 DANIEL REBOLLEDO,ESCUELA SARGENTO 2 DANIEL REBOLLEDO0p0RECOLETA NORTE
7136,RECOLETA NORTE,1667,ESTADIO RECOLETA,ESTADIO RECOLETA0p0RECOLETA NORTE
7136,RECOLETA NORTE,1666,LICEO AVENIDA RECOLETA LOCAL: 1,LICEO AVENIDA RECOLETA LOCAL: 10p0RECOLETA NORTE
7136,RECOLETA NORTE,1668,LICEO AVENIDA RECOLETA LOCAL: 2,LICEO AVENIDA RECOLETA LOCAL: 20p0RECOLETA NORTE
7138,RECOLETA SUR,1669,CENTRO EDUCACIONAL JOSE MIGUEL CARRERA,CENTRO EDUCACIONAL JOSE MIGUEL CARRERA0p0RECOLETA SUR
7138,RECOLETA SUR,1670,COLEGIO MARIA TERESA CANCINO AGUILAR,COLEGIO MARIA TERESA CANCINO AGUILAR0p0RECOLETA SUR
7138,RECOLETA SUR,1671,COMPLEJO EDUCACIONAL JUANITA FERNANDEZ SOLAR,COMPLEJO EDUCACIONAL JUANITA FERNANDEZ SOLAR0p0RECOLETA SUR
7138,RECOLETA SUR,1674,ESCUELA BASICA BILINGÜE REPUBLICA DEL PARAGUAY LOCAL: 1,ESCUELA BASICA BILINGÜE REPUBLICA DEL PARAGUAY LOCAL: 10p0RECOLETA SUR
7138,RECOLETA SUR,1675,ESCUELA BASICA BILINGÜE REPUBLICA DEL PARAGUAY LOCAL: 2,ESCUELA BASICA BILINGÜE REPUBLICA DEL PARAGUAY LOCAL: 20p0RECOLETA SUR
7138,RECOLETA SUR,1683,ESCUELA DE ADULTOS JORGE ALESSANDRI RODRIGUEZ,ESCUELA DE ADULTOS JORGE ALESSANDRI RODRIGUEZ0p0RECOLETA SUR
7138,RECOLETA SUR,1682,ESCUELA EDUCACION DIFERENCIAL SANTA TERESA DE AVILA LOCAL: 1,ESCUELA EDUCACION DIFERENCIAL SANTA TERESA DE AVILA LOCAL: 10p0RECOLETA SUR
7138,RECOLETA SUR,1685,ESCUELA EDUCACION DIFERENCIAL SANTA TERESA DE AVILA LOCAL: 2,ESCUELA EDUCACION DIFERENCIAL SANTA TERESA DE AVILA LOCAL: 20p0RECOLETA SUR
7138,RECOLETA SUR,1673,ESCUELA RAFAEL VALDIVIESO,ESCUELA RAFAEL VALDIVIESO0p0RECOLETA SUR
7138,RECOLETA SUR,1676,ESCUELA VICTOR CUCCUINI,ESCUELA VICTOR CUCCUINI0p0RECOLETA SUR
7138,RECOLETA SUR,1680,LICEO A-1 VALENTIN LETELIER LOCAL: 1,LICEO A-1 VALENTIN LETELIER LOCAL: 10p0RECOLETA SUR
7138,RECOLETA SUR,1681,LICEO A-1 VALENTIN LETELIER LOCAL: 2,LICEO A-1 VALENTIN LETELIER LOCAL: 20p0RECOLETA SUR
7138,RECOLETA SUR,1684,LICEO A-1 VALENTIN LETELIER LOCAL: 3,LICEO A-1 VALENTIN LETELIER LOCAL: 30p0RECOLETA SUR
7138,RECOLETA SUR,1678,LICEO ARTURO PEREZ CANTO ,LICEO ARTURO PEREZ CANTO 0p0RECOLETA SUR
7138,RECOLETA SUR,1672,LICEO DOCTOR JUAN VERDAGUER PLANAS,LICEO DOCTOR JUAN VERDAGUER PLANAS0p0RECOLETA SUR
7138,RECOLETA SUR,1677,LICEO INSTITUTO TECNOLOGICO Y COMERCIAL RECOLETA-INTECO,LICEO INSTITUTO TECNOLOGICO Y COMERCIAL RECOLETA-INTECO0p0RECOLETA SUR
7138,RECOLETA SUR,1679,LICEO PAULA JARAQUEMADA,LICEO PAULA JARAQUEMADA0p0RECOLETA SUR
7383,RENAICO,1111,ESCUELA LA NOBEL GABRIELA,ESCUELA LA NOBEL GABRIELA0p0RENAICO
7383,RENAICO,1112,LICEO POLITECNICO DOMINGO SANTA MARIA,LICEO POLITECNICO DOMINGO SANTA MARIA0p0RENAICO
7150,RENCA,1761,CENTRO EDUCACIONAL GOYENECHEA,CENTRO EDUCACIONAL GOYENECHEA0p0RENCA
7150,RENCA,1762,CENTRO EDUCACIONAL LAURA VICUÑA,CENTRO EDUCACIONAL LAURA VICUÑA0p0RENCA
7150,RENCA,1763,COLEGIO POLIVALENTE SAN JOSE DE RENCA LOCAL: 1,COLEGIO POLIVALENTE SAN JOSE DE RENCA LOCAL: 10p0RENCA
7150,RENCA,1779,COLEGIO POLIVALENTE SAN JOSE DE RENCA LOCAL: 2,COLEGIO POLIVALENTE SAN JOSE DE RENCA LOCAL: 20p0RENCA
7150,RENCA,1764,COLEGIO POLIVALENTE SANTA MARIA DE LA PROVIDENCIA,COLEGIO POLIVALENTE SANTA MARIA DE LA PROVIDENCIA0p0RENCA
7150,RENCA,1765,ESCUELA BASICA ISABEL LE BRUN,ESCUELA BASICA ISABEL LE BRUN0p0RENCA
7150,RENCA,1766,ESCUELA BASICA LO VELASQUEZ,ESCUELA BASICA LO VELASQUEZ0p0RENCA
7150,RENCA,1772,ESCUELA BASICA MONSERRAT ROBERT DE GARCIA,ESCUELA BASICA MONSERRAT ROBERT DE GARCIA0p0RENCA
7150,RENCA,1767,ESCUELA CAPITAN JOSE LUIS ARANEDA,ESCUELA CAPITAN JOSE LUIS ARANEDA0p0RENCA
7150,RENCA,1768,ESCUELA DOMINGO SANTA MARIA GONZALEZ LOCAL: 1,ESCUELA DOMINGO SANTA MARIA GONZALEZ LOCAL: 10p0RENCA
7150,RENCA,1780,ESCUELA DOMINGO SANTA MARIA GONZALEZ LOCAL: 2,ESCUELA DOMINGO SANTA MARIA GONZALEZ LOCAL: 20p0RENCA
7150,RENCA,1769,ESCUELA GENERAL ALEJANDRO GOROSTIAGA ORREGO,ESCUELA GENERAL ALEJANDRO GOROSTIAGA ORREGO0p0RENCA
7150,RENCA,1770,ESCUELA N° 1365 PADRE GUSTAVO LE PAIGE LOCAL: 1,ESCUELA N° 1365 PADRE GUSTAVO LE PAIGE LOCAL: 10p0RENCA
7150,RENCA,1771,ESCUELA N° 1365 PADRE GUSTAVO LE PAIGE LOCAL: 2,ESCUELA N° 1365 PADRE GUSTAVO LE PAIGE LOCAL: 20p0RENCA
7150,RENCA,1773,ESCUELA REBECA MATTE BELLO,ESCUELA REBECA MATTE BELLO0p0RENCA
7150,RENCA,1777,INSTITUTO CUMBRE DE CONDORES PONIENTE LOCAL: 1,INSTITUTO CUMBRE DE CONDORES PONIENTE LOCAL: 10p0RENCA
7150,RENCA,1778,INSTITUTO CUMBRE DE CONDORES PONIENTE LOCAL: 2,INSTITUTO CUMBRE DE CONDORES PONIENTE LOCAL: 20p0RENCA
7150,RENCA,1775,LICEO INSTITUTO CUMBRE DE CONDORES LOCAL: 1,LICEO INSTITUTO CUMBRE DE CONDORES LOCAL: 10p0RENCA
7150,RENCA,1776,LICEO INSTITUTO CUMBRE DE CONDORES LOCAL: 2,LICEO INSTITUTO CUMBRE DE CONDORES LOCAL: 20p0RENCA
7150,RENCA,1774,LICEO THOMAS ALVA EDISON,LICEO THOMAS ALVA EDISON0p0RENCA
7234,RENGO,576,COLEGIO CARLOS CONDELL DE LA HAZA,COLEGIO CARLOS CONDELL DE LA HAZA0p0RENGO
7234,RENGO,584,COLEGIO EL NARANJAL,COLEGIO EL NARANJAL0p0RENGO
7234,RENGO,577,COLEGIO LA PAZ,COLEGIO LA PAZ0p0RENGO
7234,RENGO,578,COLEGIO LUIS GALDAMES,COLEGIO LUIS GALDAMES0p0RENGO
7234,RENGO,579,ESCUELA FERNANDA AEDO FAUNDEZ,ESCUELA FERNANDA AEDO FAUNDEZ0p0RENGO
7234,RENGO,580,ESCUELA VICENTE HUIDOBRO,ESCUELA VICENTE HUIDOBRO0p0RENGO
7234,RENGO,581,LICEO INDUSTRIAL DE RENGO,LICEO INDUSTRIAL DE RENGO0p0RENGO
7234,RENGO,582,LICEO LUIS URBINA FLORES,LICEO LUIS URBINA FLORES0p0RENGO
7234,RENGO,583,LICEO ORIENTE,LICEO ORIENTE0p0RENGO
7748,REÑACA BAJO,527,ALIANZA FRANCESA,ALIANZA FRANCESA0p0REÑACA BAJO
7748,REÑACA BAJO,528,THE MACKAY SCHOOL,THE MACKAY SCHOOL0p0REÑACA BAJO
7233,REQUINOA,572,ESCUELA BERTA SAAVEDRA SEGURA,ESCUELA BERTA SAAVEDRA SEGURA0p0REQUINOA
7233,REQUINOA,573,GIMNASIO REQUINOA,GIMNASIO REQUINOA0p0REQUINOA
7233,REQUINOA,575,LICEO DE REQUINOA ANEXO,LICEO DE REQUINOA ANEXO0p0REQUINOA
7233,REQUINOA,574,LICEO REQUINOA,LICEO REQUINOA0p0REQUINOA
7371,RERE,1032,ESCUELA MUNICIPAL RERE,ESCUELA MUNICIPAL RERE0p0RERE
7297,RETIRO,792,ESCUELA MANUEL MONTT,ESCUELA MANUEL MONTT0p0RETIRO
7297,RETIRO,793,GIMNASIO MUNICIPAL,GIMNASIO MUNICIPAL0p0RETIRO
7297,RETIRO,794,LICEO GUILLERMO MARIN LARRAIN,LICEO GUILLERMO MARIN LARRAIN0p0RETIRO
7654,REUMEN,2658,ESCUELA ROBERTO OJEDA TORRES,ESCUELA ROBERTO OJEDA TORRES0p0REUMEN
7561,RIACHUELO,1410,COLEGIO RIACHUELO,COLEGIO RIACHUELO0p0RIACHUELO
7571,RILAN,1416,ESCUELA RURAL MIRTA OYARZO VERA,ESCUELA RURAL MIRTA OYARZO VERA0p0RILAN
7082,RINCONADA,287,CENTRO DE FORMACION ACADEMICA PERFECTO DE LA FUENTE DEL VILLAR,CENTRO DE FORMACION ACADEMICA PERFECTO DE LA FUENTE DEL VILLAR0p0RINCONADA
7082,RINCONADA,289,GIMNASIO MUNICIPAL,GIMNASIO MUNICIPAL0p0RINCONADA
7082,RINCONADA,288,LICEO PARROQUIAL TERESITA DE LOS ANDES,LICEO PARROQUIAL TERESITA DE LOS ANDES0p0RINCONADA
7680,RIÑIHUE,2663,ESCUELA RURAL ENRIQUE HEVIA LABBE,ESCUELA RURAL ENRIQUE HEVIA LABBE0p0RIÑIHUE
7542,RIÑINAHUE,2651,ESCUELA RURAL RININAHUE,ESCUELA RURAL RININAHUE0p0RIÑINAHUE
7439,RIO BUENO,2641,ESCUELA BASICA PATRICIO LYNCH,ESCUELA BASICA PATRICIO LYNCH0p0RIO BUENO
7439,RIO BUENO,2642,ESCUELA BASICA RIO BUENO,ESCUELA BASICA RIO BUENO0p0RIO BUENO
7439,RIO BUENO,2643,ESCUELA PAMPA RIOS,ESCUELA PAMPA RIOS0p0RIO BUENO
7439,RIO BUENO,2644,LICEO TCO. PROF. DE RIO BUENO,LICEO TCO. PROF. DE RIO BUENO0p0RIO BUENO
7439,RIO BUENO,2645,LICEO VICENTE PEREZ ROSALES,LICEO VICENTE PEREZ ROSALES0p0RIO BUENO
7372,RIO CLARO,1033,LICEO MUNICIPAL RIO CLARO,LICEO MUNICIPAL RIO CLARO0p0RIO CLARO
7280,RIO CLARO (CUMPEO),741,LICEO AGROINDUSTRIAL RIO CLARO,LICEO AGROINDUSTRIAL RIO CLARO0p0RIO CLARO (CUMPEO)
7280,RIO CLARO (CUMPEO),742,POLIDEPORTIVO,POLIDEPORTIVO0p0RIO CLARO (CUMPEO)
7747,RIO COLORADO,526,ESCUELA RIO COLORADO,ESCUELA RIO COLORADO0p0RIO COLORADO
7056,RIO HURTADO (SAMO ALTO),224,SALON DE EVENTOS MUNICIPAL,SALON DE EVENTOS MUNICIPAL0p0RIO HURTADO (SAMO ALTO)
7499,RIO IBAÑEZ,1498,ESCUELA AONIKENK,ESCUELA AONIKENK0p0RIO IBAÑEZ
7449,RIO NEGRO,1335,ESCUELA ANDREW JACKSON,ESCUELA ANDREW JACKSON0p0RIO NEGRO
7449,RIO NEGRO,1336,ESCUELA RIO NEGRO,ESCUELA RIO NEGRO0p0RIO NEGRO
7449,RIO NEGRO,1337,LICEO JOSE TORIBIO MEDINA,LICEO JOSE TORIBIO MEDINA0p0RIO NEGRO
7549,RIO TRANQUILO,1502,ESCUELA GABRIELA MISTRAL,ESCUELA GABRIELA MISTRAL0p0RIO TRANQUILO
7507,RIO VERDE,1549,SALA DE USO MULTIPLE,SALA DE USO MULTIPLE0p0RIO VERDE
7484,ROLECHA,1400,ESCUELA RURAL 745 SEMILLERO,ESCUELA RURAL 745 SEMILLERO0p0ROLECHA
7266,ROMERAL,698,ESCUELA ARTURO ALESSANDRI PALMA,ESCUELA ARTURO ALESSANDRI PALMA0p0ROMERAL
7266,ROMERAL,699,LICEO ARTURO ALESSANDRI PALMA,LICEO ARTURO ALESSANDRI PALMA0p0ROMERAL
7554,ROSARIO,669,COLEGIO MANUEL FRANCISCO CORREA,COLEGIO MANUEL FRANCISCO CORREA0p0ROSARIO
7593,RUCAPEQUEN,2801,ESCUELA BASICA RUCAPEQUEN,ESCUELA BASICA RUCAPEQUEN0p0RUCAPEQUEN
7418,SAAVEDRA,1245,ESCUELA PARTICULAR SAN SEBASTIAN,ESCUELA PARTICULAR SAN SEBASTIAN0p0SAAVEDRA
7418,SAAVEDRA,1246,LICEO REINO DE SUECIA,LICEO REINO DE SUECIA0p0SAAVEDRA
7269,SAGRADA FAMILIA,706,ESCUELA DE EDUCACION GENERAL BASICA MONSENOR ENRIQUE CORNEJO,ESCUELA DE EDUCACION GENERAL BASICA MONSENOR ENRIQUE CORNEJO0p0SAGRADA FAMILIA
7269,SAGRADA FAMILIA,707,LICEO POLIVALENTE SAGRADA FAMILIA,LICEO POLIVALENTE SAGRADA FAMILIA0p0SAGRADA FAMILIA
7065,SALAMANCA,243,COLEGIO PART. SUB. CUMBRES DEL CHOAPA,COLEGIO PART. SUB. CUMBRES DEL CHOAPA0p0SALAMANCA
7065,SALAMANCA,242,ESCUELA MATILDE SALAMANCA,ESCUELA MATILDE SALAMANCA0p0SALAMANCA
7065,SALAMANCA,241,LICEO DE SALAMANCA,LICEO DE SALAMANCA0p0SALAMANCA
7752,SALTOS DEL LAJA,1100,ESCUELA BASICA LA RINCONADA DEL SALTO,ESCUELA BASICA LA RINCONADA DEL SALTO0p0SALTOS DEL LAJA
7117,SAN ANTONIO,484,COLEGIO ESPAÑA,COLEGIO ESPAÑA0p0SAN ANTONIO
7117,SAN ANTONIO,485,COLEGIO NUEVA PROVIDENCIA,COLEGIO NUEVA PROVIDENCIA0p0SAN ANTONIO
7117,SAN ANTONIO,486,ESCUELA INDUSTRIAL SAN ANTONIO,ESCUELA INDUSTRIAL SAN ANTONIO0p0SAN ANTONIO
7117,SAN ANTONIO,487,ESCUELA MOVILIZADORES PORTUARIOS,ESCUELA MOVILIZADORES PORTUARIOS0p0SAN ANTONIO
7117,SAN ANTONIO,488,ESCUELA VILLA LAS DUNAS,ESCUELA VILLA LAS DUNAS0p0SAN ANTONIO
7117,SAN ANTONIO,489,GRUPO ESCOLAR PRESIDENTE PEDRO AGUIRRE CERDA ,GRUPO ESCOLAR PRESIDENTE PEDRO AGUIRRE CERDA 0p0SAN ANTONIO
7117,SAN ANTONIO,490,INSTITUTO COMERCIAL MARITIMO PACIFICO SUR,INSTITUTO COMERCIAL MARITIMO PACIFICO SUR0p0SAN ANTONIO
7117,SAN ANTONIO,491,INSTITUTO DEL PUERTO DE SAN ANTONIO,INSTITUTO DEL PUERTO DE SAN ANTONIO0p0SAN ANTONIO
7117,SAN ANTONIO,492,LICEO GABRIELA MISTRAL,LICEO GABRIELA MISTRAL0p0SAN ANTONIO
7117,SAN ANTONIO,493,LICEO JUAN DANTE PARRAGUEZ ARELLANO,LICEO JUAN DANTE PARRAGUEZ ARELLANO0p0SAN ANTONIO
7117,SAN ANTONIO,495,LICEO NACIONAL DE LLO LLEO,LICEO NACIONAL DE LLO LLEO0p0SAN ANTONIO
7117,SAN ANTONIO,494,LICEO SANTA TERESITA DE LLOLLEO,LICEO SANTA TERESITA DE LLOLLEO0p0SAN ANTONIO
7211,SAN BERNARDO,2348,CENTRO EDUCACIONAL BALDOMERO LILLO LOCAL: 1,CENTRO EDUCACIONAL BALDOMERO LILLO LOCAL: 10p0SAN BERNARDO
7211,SAN BERNARDO,2349,CENTRO EDUCACIONAL BALDOMERO LILLO LOCAL: 2,CENTRO EDUCACIONAL BALDOMERO LILLO LOCAL: 20p0SAN BERNARDO
7211,SAN BERNARDO,2387,COLEGIO DOCTOR LUIS SEPULVEDA SALVATIERRA,COLEGIO DOCTOR LUIS SEPULVEDA SALVATIERRA0p0SAN BERNARDO
7211,SAN BERNARDO,2350,COLEGIO DOMINGO EYZAGUIRRE,COLEGIO DOMINGO EYZAGUIRRE0p0SAN BERNARDO
7211,SAN BERNARDO,2386,COLEGIO HARAS LOS CONDORES,COLEGIO HARAS LOS CONDORES0p0SAN BERNARDO
7211,SAN BERNARDO,2351,COLEGIO MONTESSORI,COLEGIO MONTESSORI0p0SAN BERNARDO
7211,SAN BERNARDO,2385,COLEGIO SANTA TERESA DE LOS MORROS,COLEGIO SANTA TERESA DE LOS MORROS0p0SAN BERNARDO
7211,SAN BERNARDO,2352,COLEGIO SEBASTIAN ELCANO SAN BERNARDO LOCAL: 1,COLEGIO SEBASTIAN ELCANO SAN BERNARDO LOCAL: 10p0SAN BERNARDO
7211,SAN BERNARDO,2353,COLEGIO SEBASTIAN ELCANO SAN BERNARDO LOCAL: 2,COLEGIO SEBASTIAN ELCANO SAN BERNARDO LOCAL: 20p0SAN BERNARDO
7211,SAN BERNARDO,2354,ESCUELA ALEMANIA ,ESCUELA ALEMANIA 0p0SAN BERNARDO
7211,SAN BERNARDO,2355,ESCUELA BASICA ANTUPILLAN,ESCUELA BASICA ANTUPILLAN0p0SAN BERNARDO
7211,SAN BERNARDO,2356,ESCUELA DIEGO PORTALES LOCAL: 1,ESCUELA DIEGO PORTALES LOCAL: 10p0SAN BERNARDO
7211,SAN BERNARDO,2357,ESCUELA DIEGO PORTALES LOCAL: 2,ESCUELA DIEGO PORTALES LOCAL: 20p0SAN BERNARDO
7211,SAN BERNARDO,2358,ESCUELA ESCRITORA MARCELA PAZ,ESCUELA ESCRITORA MARCELA PAZ0p0SAN BERNARDO
7211,SAN BERNARDO,2368,LICEO HARDWARE ,LICEO HARDWARE 0p0SAN BERNARDO
7211,SAN BERNARDO,2361,ESCUELA ISABEL RIQUELME,ESCUELA ISABEL RIQUELME0p0SAN BERNARDO
7211,SAN BERNARDO,2362,ESCUELA JAVIERA CARRERA VERDUGO,ESCUELA JAVIERA CARRERA VERDUGO0p0SAN BERNARDO
7211,SAN BERNARDO,2363,ESCUELA JOSE NUEZ MARTIN,ESCUELA JOSE NUEZ MARTIN0p0SAN BERNARDO
7211,SAN BERNARDO,2364,ESCUELA LIBERTADOR GENERAL BERNARDO O'HIGGINS ,ESCUELA LIBERTADOR GENERAL BERNARDO O'HIGGINS 0p0SAN BERNARDO
7211,SAN BERNARDO,2365,ESCUELA MAHUIDA,ESCUELA MAHUIDA0p0SAN BERNARDO
7211,SAN BERNARDO,2366,ESCUELA MANUEL MAGALLANES MOURE,ESCUELA MANUEL MAGALLANES MOURE0p0SAN BERNARDO
7211,SAN BERNARDO,2367,ESCUELA PILAR MOLINER DE NUEZ,ESCUELA PILAR MOLINER DE NUEZ0p0SAN BERNARDO
7211,SAN BERNARDO,2359,ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA,ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA0p0SAN BERNARDO
7211,SAN BERNARDO,2369,ESCUELA REPUBLICA DEL BRASIL,ESCUELA REPUBLICA DEL BRASIL0p0SAN BERNARDO
7211,SAN BERNARDO,2370,ESCUELA REPUBLICA DEL PERU,ESCUELA REPUBLICA DEL PERU0p0SAN BERNARDO
7211,SAN BERNARDO,2371,GIMNASIO MUNICIPAL,GIMNASIO MUNICIPAL0p0SAN BERNARDO
7211,SAN BERNARDO,2360,HERNAN MERINO CORREA,HERNAN MERINO CORREA0p0SAN BERNARDO
7211,SAN BERNARDO,2384,LICEO CARDENAL ANTONIO SAMORE,LICEO CARDENAL ANTONIO SAMORE0p0SAN BERNARDO
7211,SAN BERNARDO,2375,LICEO COMERCIAL DE SAN BERNARDO LOCAL: 1,LICEO COMERCIAL DE SAN BERNARDO LOCAL: 10p0SAN BERNARDO
7211,SAN BERNARDO,2376,LICEO COMERCIAL DE SAN BERNARDO LOCAL: 2,LICEO COMERCIAL DE SAN BERNARDO LOCAL: 20p0SAN BERNARDO
7211,SAN BERNARDO,2377,LICEO ELVIRA BRADY MALDONADO LOCAL: 1,LICEO ELVIRA BRADY MALDONADO LOCAL: 10p0SAN BERNARDO
7211,SAN BERNARDO,2378,LICEO ELVIRA BRADY MALDONADO LOCAL: 2,LICEO ELVIRA BRADY MALDONADO LOCAL: 20p0SAN BERNARDO
7211,SAN BERNARDO,2379,LICEO INDUSTRIAL MIGUEL AYLWIN GAJARDO LOCAL: 1,LICEO INDUSTRIAL MIGUEL AYLWIN GAJARDO LOCAL: 10p0SAN BERNARDO
7211,SAN BERNARDO,2380,LICEO INDUSTRIAL MIGUEL AYLWIN GAJARDO LOCAL: 2,LICEO INDUSTRIAL MIGUEL AYLWIN GAJARDO LOCAL: 20p0SAN BERNARDO
7211,SAN BERNARDO,2374,LICEO NACIONAL BICENTENARIO DE EXCELENCIA,LICEO NACIONAL BICENTENARIO DE EXCELENCIA0p0SAN BERNARDO
7211,SAN BERNARDO,2381,LICEO NUEVO PORVENIR,LICEO NUEVO PORVENIR0p0SAN BERNARDO
7211,SAN BERNARDO,2372,LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN LOCAL: 1,LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN LOCAL: 10p0SAN BERNARDO
7211,SAN BERNARDO,2373,LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN LOCAL: 2,LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN LOCAL: 20p0SAN BERNARDO
7211,SAN BERNARDO,2382,LICEO POLIVALENTE LUCILA GODOY ALCAYAGA,LICEO POLIVALENTE LUCILA GODOY ALCAYAGA0p0SAN BERNARDO
7211,SAN BERNARDO,2383,LINCOLN COLLEGE SAN BERNARDO,LINCOLN COLLEGE SAN BERNARDO0p0SAN BERNARDO
7310,SAN CARLOS,2752,COLEGIO SAGRADO CORAZON DE JESUS,COLEGIO SAGRADO CORAZON DE JESUS0p0SAN CARLOS
7310,SAN CARLOS,2753,ESCUELA GENERAL JOSE MIGUEL CARRERA VERDUGO,ESCUELA GENERAL JOSE MIGUEL CARRERA VERDUGO0p0SAN CARLOS
7310,SAN CARLOS,2754,ESCUELA GENERAL SOFANOR PARRA HERMOSILLA,ESCUELA GENERAL SOFANOR PARRA HERMOSILLA0p0SAN CARLOS
7310,SAN CARLOS,2755,ESCUELA JOAQUIN DEL PINO ROZAS Y NEGRETE,ESCUELA JOAQUIN DEL PINO ROZAS Y NEGRETE0p0SAN CARLOS
7310,SAN CARLOS,2756,INSTITUTO SANTA MARIA DE SAN CARLOS,INSTITUTO SANTA MARIA DE SAN CARLOS0p0SAN CARLOS
7310,SAN CARLOS,2757,LICEO DIEGO PORTALES PALAZUELOS,LICEO DIEGO PORTALES PALAZUELOS0p0SAN CARLOS
